"Aircraft","FlightType","Departure_Date","Departure_Time","Arrival_Date","Arrival_Time","EA_Time_Minutes","RA_Time_Minutes","Delay_Time","Delay_Predicted"
"682","A320","6","363","6","458","36","53","17","17.26778698528416"
"684","A320","6","361","6","459","33","55","22","22.07127401060599"
"687","A320","6","361","6","479","155","165","10","10.243150122229624"
"9","A320","6","186","6","352","155","193","38","37.09881087462642"
"23","A320","7","24","7","61","295","305","10","9.877595210517429"
"26","A320","7","16","7","92","245","255","10","10.00815053612894"
"28","A320","7","18","7","54","145","155","10","10.269261187351931"
"127","A320","6","258","6","311","16","77","61","59.521761726438015"
"135","A320","6","257","6","334","87","133","46","44.94941204671426"
"140","A320","7","36","7","88","100","100","0","0.7954535688319613"
"154","A320","7","50","7","96","130","147","17","17.022342973134556"
"191","A320","7","37","7","90","120","130","10","10.334538850157658"
"207","A320","7","52","7","76","55","60","5","5.708607067667453"
"212","A320","7","50","7","73","50","47","-3","-1.9513833290276263"
"376","A320","6","385","7","4","113","147","34","33.37195438351195"
"412","A320","6","258","0","0","99.5","114","14.5","14.704154868864991"
"448","A320","6","257","0","0","99.5","114","14.5","14.704154868864991"
"461","A320","6","255","6","444","325","168","-157","-150.37557175807322"
"463","A320","6","291","6","405","212","231","19","18.726493721445763"
"473","A320","7","71","7","197","172","196","24","23.626591687720094"
"477","A320","7","70","7","114","61","91","30","29.67120895751978"
"488","A320","7","12","7","57","275","283","8","8.011555858447936"
"512","A320","6","257","6","336","75","100","25","24.838999760563425"
"572","A320","6","364","6","473","130","150","20","19.899735196605633"
"698","A320","6","224","6","281","69","79","10","10.467705282281374"
"702","A320","6","222","6","268","167","191","24","23.639647220281233"
"705","A320","6","223","6","261","160","180","20","19.821402001238738"
"707","A320","6","165","6","371","197","233","36","35.0708829187987"
"685","A320","5","214","5","324","145","157","12","12.187522669665983"
"465","A320","5","104","5","139","113","137","24","23.780646971941664"
"121","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"90","A320","5","82","5","115","33","49","16","16.316489563663822"
"645","A320","5","82","5","126","199","213","14","13.964784400319617"
"198","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"184","A320","5","214","5","326","148","198","50","48.626657514096365"
"266","A320","5","383","6","36","182","162","-20","-18.601271988311453"
"349","A320","5","184","5","416","189","182","-7","-6.150850098855697"
"507","A320","5","213","5","254","40","78","38","37.39908812353284"
"545","A320","5","282","5","357","190","228","38","37.00742214669836"
"318","A320","5","213","5","259","49","71","22","22.02949630641031"
"432","A320","5","213","5","357","190","233","43","41.803075852483516"
"265","A320","5","383","6","14","109","152","43","42.01457547997411"
"652","A320","5","81","5","129","90","72","-18","-16.442788706872236"
"8","A320","5","103","5","189","167","217","50","48.57704649036398"
"180","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"61","A320","5","360","5","465","65","58","-7","-5.827072891339183"
"493","A320","5","282","5","361","75","101","26","25.798130501720465"
"651","A320","5","81","5","135","230","222","-8","-7.2170362070141305"
"686","A320","5","213","5","270","64","44","-20","-18.293161419868326"
"293","A320","5","383","6","3","75","85","10","10.452038643208"
"385","A320","5","183","5","265","57","56","-1","-0.05139959229917501"
"111","A320","5","212","5","270","65","59","-6","-4.867942150182158"
"336","A320","5","212","5","297","100","116","16","16.141545427344425"
"146","A320","5","382","6","30","160","163","3","3.5161794015692767"
"344","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"506","A320","5","212","5","297","100","89","-11","-9.754984583895348"
"494","A320","5","281","5","363","80","117","37","36.33551312188662"
"629","A320","5","331","6","42","235","260","25","24.42122271860663"
"99","A320","5","80","5","117","47","38","-9","-7.698334456433107"
"564","A320","5","281","5","332","36","84","48","47.00083996115204"
"170","A320","5","183","5","228","64","84","20","20.07206822641281"
"404","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"262","A320","5","382","6","2","74","68","-6","-4.8914421087922175"
"313","A320","5","212","5","253","40","50","10","10.543427371136042"
"515","A320","5","80","5","231","240","262","22","21.53077496257444"
"174","A320","5","212","5","252","97","89","-8","-6.869759040887571"
"666","A320","5","68","5","116","99","99","0","0.7980646753441949"
"568","A320","5","102","5","150","97","98","1","1.7624176295256877"
"59","A320","5","331","5","427","80","117","37","36.33551312188662"
"690","A320","5","182","5","280","85","132","47","45.91376500089575"
"430","A320","5","211","5","343","170","190","20","19.79529093611643"
"57","A320","5","334","5","461","145","134","-11","-9.872484376945662"
"74","A320","5","211","0","0","99.5","114","14.5","14.704154868864991"
"300","A320","5","211","5","255","45","79","34","33.54950962634358"
"615","A320","5","131","5","201","140","141","1","1.6501400494997842"
"253","A320","5","381","6","31","164","191","27","26.52487276328901"
"327","A320","5","307","5","369","50","51","1","1.8851396356004901"
"112","A320","5","210","5","277","71","88","17","17.176398257356112"
"0","A320","5","79","0","0","99.5","114","14.5","14.704154868864991"
"60","A320","5","359","5","464","65","85","20","20.069457119900576"
"570","A320","0","0","5","461","99.5","114","14.5","14.704154868864991"
"532","A320","5","101","5","170","115","154","39","38.16238587627264"
"497","A320","5","130","0","0","99.5","114","14.5","14.704154868864991"
"601","A320","5","130","5","168","61","51","-10","-8.694020688761347"
"721","A320","5","245","5","286","90","115","25","24.799833162879978"
"63","A320","5","359","5","458","55","78","23","22.972960408493968"
"681","A320","5","210","5","239","36","42","6","6.717348832556846"
"549","A320","5","245","5","348","60","81","21","21.041643393618756"
"462","A320","5","101","5","181","151","168","17","16.967509736377735"
"712","A320","5","330","5","430","105","99","-6","-4.972386410671346"
"389","A320","5","181","5","284","149","195","46","44.78752344295603"
"19","A320","5","78","5","193","155","170","15","15.038803828014752"
"482","A320","6","6","6","55","216","237","21","20.63431077771091"
"447","A320","5","78","0","0","99.5","114","14.5","14.704154868864991"
"600","A320","5","129","5","182","90","131","41","40.14592502139244"
"653","A320","5","65","5","109","122","135","13","13.206708860604296"
"443","A320","5","209","5","269","60","58","-2","-1.0183636529928872"
"270","A320","5","358","6","18","125","122","-3","-2.1472163174448564"
"540","A320","5","380","6","12","111","136","25","24.744999926123157"
"431","A320","5","209","5","359","185","186","1","1.5326402564494703"
"226","A320","5","380","6","9","106","101","-5","-4.01586677602654"
"239","A320","5","380","6","16","113","145","32","31.453692901197897"
"659","A320","5","380","6","10","103","108","5","5.583273955080417"
"655","A320","5","100","5","139","119","109","-10","-8.84546486647069"
"16","A320","5","64","5","166","162","197","35","34.20314090556971"
"611","A320","5","128","5","162","45","84","39","38.34516333212872"
"52","A320","5","208","5","278","80","71","-9","-7.784500971336696"
"133","A320","5","77","5","120","47","96","49","47.93124853067455"
"618","A320","5","128","5","209","174","208","34","33.21267688626591"
"340","A320","5","180","5","302","113","109","-4","-3.0750137804551354"
"38","A320","5","316","5","388","125","114","-11","-9.82026224670109"
"546","A320","5","208","5","404","170","174","4","4.4491990776039945"
"716","A320","5","329","5","445","135","138","3","3.5814570643750034"
"284","A320","5","100","5","148","78","65","-13","-11.615801722940345"
"552","A320","5","280","5","343","70","91","21","21.015532328496448"
"302","A320","5","208","5","261","55","104","49","47.910359678576704"
"548","A320","5","208","5","412","185","195","10","10.164816926862729"
"252","A320","5","379","6","15","110","132","22","21.8702188091643"
"578","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"555","A320","5","208","5","392","150","180","30","29.43882047793133"
"224","A320","5","379","6","13","126","145","19","18.95104888149754"
"251","A320","5","379","6","11","109","106","-3","-2.1054386132491754"
"561","A320","5","379","5","479","41","84","43","42.19213072280575"
"589","A320","5","379","6","25","134","181","47","45.785820781796474"
"229","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"230","A320","5","378","6","12","113","140","27","26.65803919541274"
"573","A320","5","244","5","336","105","124","19","19.005882118254362"
"67","A320","5","357","5","458","65","65","0","0.88684229676001"
"647","A320","5","67","5","210","234","223","-11","-10.104872856534142"
"4","A320","5","76","5","125","90","76","-14","-12.606265742244132"
"83","A320","5","357","6","34","180","174","-6","-5.168219399088569"
"627","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"713","A320","5","328","5","415","55","82","27","26.809483373122085"
"408","A320","5","244","5","308","73","56","-17","-15.4392691550073"
"37","A320","5","279","5","396","90","123","33","32.47287909213621"
"374","A320","5","207","5","307","131","177","46","44.83452336017615"
"193","A320","5","378","6","24","136","144","8","8.374499663647926"
"17","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"458","A320","5","99","5","161","133","126","-7","-6.004628134170813"
"658","A320","5","76","5","148","210","213","3","3.3856240759577947"
"223","A320","5","378","5","485","61","80","19","19.12077080479247"
"255","A320","5","378","6","41","219","266","47","45.56387672825696"
"335","A320","5","206","0","0","99.5","114","14.5","14.704154868864991"
"306","A320","5","179","5","223","47","27","-20","-18.24877260916042"
"692","A320","5","206","5","311","125","166","41","40.054536293464395"
"464","A320","5","98","5","176","228","265","37","35.9490693580766"
"224","A320","5","379","6","13","126","142","16","16.073656658026437"
"229","A320","5","100","5","188","142","131","-11","-9.864651057409004"
"251","A320","5","379","6","11","109","110","1","1.731084351378927"
"589","A320","5","379","6","25","134","144","10","10.297983358986444"
"561","A320","5","379","5","479","41","69","28","27.805169605450324"
"230","A320","5","378","6","12","113","125","12","12.271078078057316"
"67","A320","5","357","5","458","65","105","40","39.252071943041145"
"573","A320","5","244","5","336","105","101","-4","-3.0541249283572807"
"647","A320","5","67","5","210","234","246","12","11.955134190077503"
"4","A320","5","76","5","125","90","109","19","19.04504871593781"
"83","A320","5","357","6","34","180","173","-7","-6.1273501402455945"
"627","A320","5","207","5","309","125","149","24","23.749313693794903"
"713","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"408","A320","5","244","5","308","73","63","-10","-8.7253539669081"
"37","A320","5","279","5","396","90","95","5","5.617218339739411"
"374","A320","5","207","5","307","131","176","45","43.875392619019124"
"193","A320","5","378","6","24","136","125","-11","-9.84898441833563"
"17","A320","5","99","5","127","86","104","18","18.09636240082969"
"458","A320","5","99","5","161","133","115","-18","-16.55506628689814"
"658","A320","5","76","5","148","210","200","-10","-9.083075559083595"
"223","A320","5","378","5","485","61","48","-13","-11.57141291223243"
"255","A320","5","378","6","41","219","221","2","2.4029933761906666"
"335","A320","5","206","0","0","99.5","114","14.5","14.704154868864991"
"306","A320","5","179","5","223","47","65","18","18.19819555480666"
"692","A320","5","206","5","311","125","109","-16","-14.615915952486231"
"464","A320","5","98","5","176","228","264","36","34.989938616919574"
"663","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"717","A320","5","327","5","454","145","127","-18","-16.58639956504487"
"631","A320","5","356","5","459","60","82","22","22.000774134775796"
"680","A320","5","206","5","322","195","240","45","43.7082818022364"
"257","A320","5","377","6","13","126","156","30","29.50148703422485"
"242","A320","5","377","6","17","125","160","35","34.29975184652221"
"583","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"307","A320","5","205","5","239","100","106","6","6.550238015774143"
"619","A320","5","205","5","222","63","55","-8","-6.780981419471756"
"696","A320","5","205","5","272","80","111","31","30.580728674944453"
"695","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"93","A320","5","75","5","116","47","37","-10","-8.657465197590133"
"162","A320","5","376","5","476","50","63","13","13.394708529484832"
"291","A320","5","376","5","487","70","109","39","38.279885669322965"
"394","A320","7","142","0","0","99.5","114","14.5","14.704154868864991"
"62","A320","7","225","7","288","75","86","11","11.411169384365026"
"519","A320","7","224","7","256","60","50","-10","-8.69140958224912"
"264","A320","7","258","7","336","89","134","45","43.985059092532794"
"468","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"495","A320","7","188","7","279","125","132","7","7.444091094125428"
"176","A320","7","115","7","131","94","126","32","31.503303924930265"
"40","A320","7","141","7","235","115","118","3","3.6336791946196048"
"70","A320","7","224","7","292","80","120","40","39.2129053453577"
"714","A320","7","175","7","226","65","53","-12","-10.622726597124325"
"472","A320","7","258","0","0","99.5","114","14.5","14.704154868864991"
"189","A320","7","258","7","317","120","103","-17","-15.561991161082103"
"535","A320","7","38","7","91","181","165","-16","-14.762137917171087"
"537","A320","7","114","7","196","110","137","27","26.66587251494944"
"85","A320","7","257","7","325","75","84","9","9.492907902050975"
"332","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"29","A320","7","114","7","249","200","236","36","35.063049599262"
"43","A320","7","140","7","164","56","85","29","28.725133748923902"
"141","A320","7","223","7","355","100","113","13","13.264153203873336"
"256","A320","7","257","7","387","168","216","48","46.6561739015377"
"503","A320","7","114","7","179","129","125","-4","-3.1167914846508165"
"676","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"36","A320","7","140","7","215","180","217","37","36.07440247066364"
"369","A320","7","114","7","152","120","139","19","18.966715520570915"
"606","A320","7","37","7","83","75","78","3","3.7381234551088074"
"320","A320","7","114","7","149","62","85","23","22.954682662908354"
"310","A320","7","114","7","137","100","127","27","26.691983580071735"
"188","A320","7","88","7","145","50","84","34","33.536454093782424"
"328","A320","7","114","0","0","99.5","114","14.5","14.704154868864991"
"82","A320","7","257","7","308","45","94","49","47.936470743699005"
"638","A320","7","222","7","407","220","207","-13","-11.986578847676979"
"484","A320","7","310","7","414","115","159","44","42.958039582057765"
"177","A320","7","113","7","134","89","127","38","37.271143904433586"
"626","A320","7","113","7","142","110","97","-13","-11.699357131331693"
"151","A320","7","256","7","384","160","154","-6","-5.115997268843982"
"455","A320","7","17","7","103","252","258","6","6.1533498259152015"
"202","A320","7","256","7","346","103","102","-1","-0.17151049186175094"
"423","A320","7","174","7","264","135","135","0","0.7040648409039267"
"691","A320","7","112","0","0","99.5","114","14.5","14.704154868864991"
"586","A320","7","221","7","315","120","145","25","24.721499967513097"
"151","A320","7","256","7","384","160","147","-13","-11.82991245694319"
"455","A320","7","17","7","103","252","238","-14","-13.029264997225367"
"202","A320","7","256","7","346","103","99","-4","-3.048902715332842"
"423","A320","7","174","7","264","135","128","-7","-6.009850347195281"
"691","A320","7","112","0","0","99.5","114","14.5","14.704154868864991"
"586","A320","7","221","7","315","120","120","0","0.7432314385873742"
"66","A320","7","221","7","275","60","48","-12","-10.609671064563171"
"58","A320","7","174","0","0","99.5","114","14.5","14.704154868864991"
"478","A320","7","321","7","386","46","49","3","3.8138455439634686"
"331","A320","7","112","7","178","130","142","12","12.226689267349402"
"339","A320","7","112","7","163","94","80","-14","-12.616710168293052"
"45","A320","7","139","7","264","165","203","38","37.072699809504115"
"303","A320","7","112","7","151","65","56","-9","-7.745334373653241"
"381","A320","7","112","7","136","94","113","19","19.03460428988889"
"225","A320","7","255","7","348","104","116","12","12.29457803666739"
"543","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"305","A320","7","138","7","203","191","186","-5","-4.237810829566085"
"487","A320","7","138","7","167","45","72","27","26.835594438244385"
"571","A320","7","111","7","147","55","88","33","32.56426782006425"
"594","A320","7","111","7","143","120","170","50","48.69976849643879"
"299","A320","7","111","7","143","50","45","-5","-3.8696448113416846"
"557","A320","7","164","7","223","85","135","50","48.79115722436684"
"276","A320","7","220","7","278","65","80","15","15.273803414115436"
"192","A320","7","220","7","274","60","73","13","13.368597464362539"
"708","A320","7","315","7","391","172","173","1","1.5665846411084505"
"542","A320","7","254","7","377","152","190","38","37.106644194163096"
"233","A320","7","254","7","345","104","147","43","42.02763101253527"
"250","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"196","A320","7","254","7","364","131","140","9","9.346685937366091"
"218","A320","7","254","7","415","239","233","-6","-5.3222746833101535"
"485","A320","7","137","7","190","100","130","30","29.569375803542812"
"359","A320","7","110","7","148","125","163","38","37.17714406999332"
"105","A320","7","110","7","185","144","128","-16","-14.665526976218613"
"425","A320","7","173","7","251","120","112","-8","-6.929814490668845"
"426","A320","7","173","7","220","47","55","8","8.606888143236377"
"518","A320","7","137","7","189","100","150","50","48.75199062668338"
"219","A320","7","253","7","341","65","55","-10","-8.704465114810274"
"68","A320","7","219","7","266","55","46","-9","-7.719223308530941"
"406","A320","7","253","7","294","45","91","46","45.059078520227914"
"630","A320","7","219","7","261","65","81","16","16.23293415527246"
"215","A320","7","253","7","345","106","116","10","10.371094341328886"
"235","A320","7","253","7","349","111","114","3","3.644123620668525"
"245","A320","7","253","7","358","123","122","-1","-0.22373262210633804"
"227","A320","7","253","7","341","102","122","20","19.972846178948075"
"560","A320","7","253","7","310","52","81","29","28.735578174972815"
"621","A320","7","86","7","113","33","38","5","5.766051410936507"
"138","A320","7","109","0","0","99.5","114","14.5","14.704154868864991"
"249","A320","7","218","7","373","140","157","17","16.99623190801225"
"361","A320","7","109","7","133","105","105","0","0.7823980362708216"
"598","A320","7","28","7","58","155","178","23","22.711849757270983"
"211","A320","7","252","7","320","70","63","-7","-5.840128423900337"
"688","A320","7","109","7","171","105","116","11","11.332836188998145"
"261","A320","7","252","7","338","103","109","6","6.542404696237442"
"324","A320","7","86","7","141","110","124","14","14.197172879908068"
"24","A320","7","147","7","204","145","152","7","7.391868963880826"
"637","A320","7","218","7","255","55","66","11","11.463391514609627"
"403","A320","7","252","7","316","65","60","-5","-3.908811409025132"
"204","A320","7","252","7","330","87","117","30","29.603320188201806"
"263","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"200","A320","7","252","7","373","150","194","44","42.866650854129745"
"201","A320","7","252","7","305","47","42","-5","-3.861811491804991"
"274","A320","7","217","7","332","90","86","-4","-3.0149583306738474"
"357","A320","7","108","7","120","42","66","24","23.96603553430998"
"86","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"373","A320","7","108","7","167","111","139","28","27.622392149594234"
"672","A320","7","217","7","295","110","147","37","36.257179926519726"
"538","A320","7","251","7","329","78","76","-2","-1.0653635702130355"
"596","A320","7","108","7","146","65","66","1","1.8459730379170427"
"161","A320","7","251","7","285","20","52","32","31.696525806835268"
"254","A320","0","0","0","0","99.5","114","14.5","14.704154868864991"
"476","A320","7","320","7","405","99","141","42","41.08155580393938"
"203","A320","7","251","7","327","84","80","-4","-2.999291691600474"
"588","A320","7","251","7","371","146","165","19","18.898826751252955"
"194","A320","7","251","7","389","187","199","12","12.077856196152313"
"501","A320","7","85","7","178","135","173","38","37.15103300487101"
"433","A320","7","107","7","178","135","132","-3","-2.173327382567164"
"232","A320","7","286","7","375","154","175","21","20.796199381469165"
"675","A320","7","216","7","271","60","101","41","40.22425821675934"
"309","A320","7","107","7","140","111","155","44","42.9684840081067"
