1709585360-8,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,JBU1680,https://www.flightaware.com/live/flight/id/JBU1680-1709410943-schedule-49p%3a0,2h 18m
1709585357-7,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,LAA664,https://www.flightaware.com/live/flight/id/5ALAH-1709584555-adhoc-3026p%3a0,0h 05m
1709585444-29,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,LDA7212,https://www.flightaware.com/live/flight/id/LDA7212-1709410944-schedule-169p%3a0,1h 47m
1709585342-3,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,NKS1085,https://www.flightaware.com/live/flight/id/NKS1085-1709410942-schedule-524p%3a0,3h 50m
1709585394-17,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,NKS886,https://www.flightaware.com/live/flight/id/NKS886-1709412795-schedule-382p%3a0,3h 09m
1709585470-35,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,SKX5138,https://www.flightaware.com/live/flight/id/SKX5138-1709404690-schedule-2624p%3a0,1h 40m
1709585338-2,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,SWR1254,https://www.flightaware.com/live/flight/id/SWR1254-1709410004-schedule-130p%3a0,2h 24m
1709585402-19,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,SWR962,https://www.flightaware.com/live/flight/id/SWR962-1709410004-schedule-131p%3a0,1h 26m
1709585448-30,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,TAM3070,https://www.flightaware.com/live/flight/id/TAM3070-1709410943-schedule-171p%3a0,0h 35m
1709585415-22,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,TAM3481,https://www.flightaware.com/live/flight/id/TAM3481-1709411877-schedule-1427p%3a0,1h 01m
1709585332-1,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,TAM3743,https://www.flightaware.com/live/flight/id/TAM3743-1709410943-schedule-115p%3a0,2h 30m
1709585427-25,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,UAL1245,https://www.flightaware.com/live/flight/id/UAL1245-1709328145-fa-2107p%3a0,3h 18m
1709585382-14,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,UAL250,https://www.flightaware.com/live/flight/id/UAL250-1709326410-fa-3684p%3a0,1h 34m
1709585477-37,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,UAL535,https://www.flightaware.com/live/flight/id/UAL535-1709360117-fa-4p%3a0,2h 51m
1709585391-16,https://www.flightaware.com/live/fleet/AFR/cancelled,A320,https://www.flightaware.com/live/aircrafttype/A320,VIV570,https://www.flightaware.com/live/flight/id/VIV570-1709412795-schedule-72p%3a0,2h 06m
